Geneid,Length,KO_PBS_642,KO_PBS_641,KO_PBS_638,KO_LPS_600,KO_LPS_194,KO_LPS_193,Control_PBS_175,Control_PBS_171,Control_PBS_170,Control_LPS_185,Control_LPS_184,Control_LPS_149
ENSMUSG00000067736,294,8557.75,5267,9052.25,10057.5,8213.75,13141.5,5199.75,6253.75,5931.75,6894.5,6441.5,5973
ENSMUSG00000101939,345,4529.5,2391.5,4981.5,5288,4115,6638,2920.5,2758,2572.75,3331,3407,2253.5
ENSMUSG00000101111,783,43290.58,26976.75,54713.67,51802.75,44601.42,71448.5,31834.5,30716.58,27799.75,28428.25,32771,24957
ENSMUSG00000100862,678,58165.75,38355.25,73663,67572.25,59649.08,97522,42605.5,40000.42,39668.67,41390.08,46861.17,36709.83
ENSMUSG00000102070,681,37615.55,23880.59,47517.93,44426.19,37225.38,61473.97,25219.76,25912.75,25365.59,24922.92,28989.58,21554.76
ENSMUSG00000101249,492,57615.82,37308.16,73385.82,63618.49,58396.15,90160.81,39218.16,38452.33,35476.99,36237.83,40830.82,31478.99
ENSMUSG00000073725,5960,3438,2063,3531.67,2853,2811.17,4084.33,6046,3560,3422,4134.5,3788.5,3731
ENSMUSG00000100808,661,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100483,1216,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100450,816,0,0,0.33,0,0.17,0.58,0,0,0,0,0,0.5
ENSMUSG00000099392,448,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000033569,18559,4,1,8,14,12,24,4,0,3,25,28,74
ENSMUSG00000080849,444,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104257,1551,0,0,0,0,0,0,0,0.17,0,0,0,6
ENSMUSG00000096866,107,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102296,1031,0,0,0,0,0,0,0,0,0,0,0,4
ENSMUSG00000103209,3375,0,0,0,0,0,0,0,0,0,0,2,2
ENSMUSG00000104027,3433,0,0,0,0,4,4,0,0,0,0,0,7
ENSMUSG00000102407,2533,0,0,0,0,0,0,0,0,0,0,0,4
ENSMUSG00000103214,3105,0,0,0,0,0,2,0,0,0,1,0,11
ENSMUSG00000104100,3257,0,0,0,5,0,0,0.5,0,0,0,1,4
ENSMUSG00000084740,104,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103889,2935,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101301,570,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104221,2943,0,0,0,4,3,0,0,1,0,0,0,0
ENSMUSG00000102250,3995,0,0,0,5,1,0,0,0,0,0,0,7
ENSMUSG00000102317,5440,0,0,0,0,2,0,0,0,0,7,1,9
ENSMUSG00000103563,2741,0,0,0,0,2,0,2,0,0,0,0,10
ENSMUSG00000102465,3581,0,0,0,4,0,0,0,0,0,2,2,4
ENSMUSG00000102659,3691,0,0,0,10,0,0,2.33,1,6,0,3,4
ENSMUSG00000103924,4550,0,1,0,7,0,0,0,2,0,2,0,5
ENSMUSG00000104132,3625,0,0,0,8,6,0,0,0,0,0,0,6
ENSMUSG00000102747,3310,0,0,0,4,0,0,4,0,0,0,3,15
ENSMUSG00000102386,1017,0,0,0,6,0,6,0,0,0,5,8,0
ENSMUSG00000103004,330,0,0,0,0,0,0,0,0,0,0,0,5
ENSMUSG00000104516,1222,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101618,556,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000099458,651,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000088111,106,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000073722,4318,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095256,119,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100310,417,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101514,2002,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101033,654,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101372,1873,1.5,3,1.5,4.5,1,3.5,4,0,1,3,0.5,2
ENSMUSG00000103241,1514,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086240,274,9.67,1,8,1.5,2.5,3.5,2.5,2.5,6,1.5,0.5,1
ENSMUSG00000048411,2887,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081557,2482,2,4.5,1,0,2,1,6,3.5,1,0,2,8.5
ENSMUSG00000058590,304,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101235,550,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064433,112,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080625,100,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080391,96,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000099257,125,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000099492,1312,259.31,139.02,236.13,325.33,234.71,362.3,147.15,182.17,152.38,201.31,164.78,172.68
ENSMUSG00000101726,622,0,0,3,0,0,0.25,0.5,0,0.5,0,0,0
ENSMUSG00000096829,110,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098883,107,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000053185,1161,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100261,1210,120.5,68.5,117.5,60,48.5,65,100.5,91.5,101,54.5,87,64.5
ENSMUSG00000101180,328,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000048874,14190,2141.5,1152,1839.5,1378.5,1106,1573,3604,1887,1937.5,1394.5,1541.5,1476
ENSMUSG00000103783,2884,1,3,5,5,3,5,9,7,7,1,4,7
ENSMUSG00000104315,3035,18,16,17,23,16,11,43,27,28,9,4,15
ENSMUSG00000026064,5541,495.76,317.59,394.7,598.48,459.02,756.65,592.1,368.32,398.36,545.18,551.55,543.33
ENSMUSG00000117310,4145,478.76,303.59,385.7,528.14,444.02,715.65,576.6,353.32,398.61,527.18,469.3,505.67
ENSMUSG00000117091,726,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086726,729,0.33,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086727,3751,0.33,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100237,585,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098529,138,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100910,2858,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000099796,225,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000050217,1937,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026063,1451,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000077664,127,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100205,559,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100592,564,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094215,696,0.33,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101093,1337,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000070960,1513,283,130.5,351,103,130,197,581,171.83,161.5,239.5,248.83,198.5
ENSMUSG00000088620,107,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082159,835,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026058,10291,0,0,0.5,0,0,0,0,0,0,2,0,1
ENSMUSG00000064688,107,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103482,1809,0,0,0,2,1,2,0,0,0,0,0,0
ENSMUSG00000104498,1628,0,0,0,0.33,0,0,0,0,1.33,1,0,0.17
ENSMUSG00000104313,1545,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102865,1437,0,0.33,3.33,0.33,0,0,0,0,0,1.33,0,0
ENSMUSG00000102321,3413,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091318,3609,0,0.33,0.33,0.33,0,0,0,0,0,1.33,0,0
ENSMUSG00000089489,63,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104433,2470,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000089395,292,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102926,5007,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100497,2131,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102917,1221,0.5,0,1.52,1.25,0,0.5,1.25,0.2,0,0,1.61,1.02
ENSMUSG00000100481,1789,70,24.33,62.33,16.33,29.67,36.17,62.67,38.17,40.67,29.67,17,41.17
ENSMUSG00000100590,751,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000088750,110,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104230,650,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101754,1693,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065223,100,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100318,913,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101612,2255,0,0,0,1,0,0,4.5,0,0,0,1.5,0
ENSMUSG00000065260,106,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026134,5938,243,145,218,129,143,170,111,328,333,286,232,268
ENSMUSG00000101682,418,1.17,0.14,1.2,2,0.25,1.58,0.5,0.46,0.25,1.83,0.98,0.25
ENSMUSG00000102714,3075,11.2,0,1,9,0,4,0,0,1,0,0,2
ENSMUSG00000102093,328,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103746,889,0,0,1,0,0,0,1,0,0,0,5,0
ENSMUSG00000102198,2314,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000004768,8285,355,211,354,237,167,252,439,279,318,265,193,192
ENSMUSG00000042215,3059,28,26,43,28,38,31,55,59,24,34,43,26
ENSMUSG00000103072,341,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000042197,15839,1889.33,1155,1948.17,2582,2260.17,2926.33,2785,2196,2089,2384,2734.33,3213.83
ENSMUSG00000081402,2557,66.33,46.17,50,43.5,30.33,44.83,93.17,32.17,71.5,43.67,52,40.17
ENSMUSG00000042182,3421,534,396,588,328,313,431,153,825,879,748,753,628
ENSMUSG00000104416,1628,2,0,6,8,2,5,2,0,0,0,0,0
ENSMUSG00000026131,41155,9634.83,4849,10098.83,45297.33,13813.67,17156.5,23450.83,5844,8703.33,11473.67,13905.42,15348
ENSMUSG00000103596,2384,0,1,10,18,3,7,3,0,0,5,0,3
ENSMUSG00000099382,334,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084506,93,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103364,1698,26,18,38.5,269,168,162,139.5,92.5,108,274.83,332.9,185
ENSMUSG00000105982,73,1.5,0.5,2.5,15.5,12.5,12.5,3.5,3.5,0.5,15.5,9.25,9.5
ENSMUSG00000096992,4782,2.67,1,2,7,1.53,1.48,1.62,0.67,0.77,0.67,0.82,0.49
ENSMUSG00000103001,1247,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104397,430,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102839,387,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101206,1162,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000101462,2937,84,17.17,26.87,21,18,10,24,33,77.25,40.36,34.62,22
ENSMUSG00000102336,6263,520.5,349,335,299,190.64,279,145.5,592,754,589,560,527.5
ENSMUSG00000092852,79,1.5,0,8,8,0.5,1,1.5,0,0,10,6,7.5
ENSMUSG00000042111,2543,934,532.5,769.5,670.5,514,810.5,892.5,700,807.5,777,733,740
ENSMUSG00000101711,529,0,0,0,0,0,0,0.5,0,0,0,0,0
ENSMUSG00000026127,8553,1541,1005,1498,1784,1426,2163,1689,1580,1392,2084,1898,1890
ENSMUSG00000026126,6492,895,456,819,296,250,473,667,765,720,418,467,280
ENSMUSG00000100280,2409,188,128.5,250.61,16.95,19,16.5,125,141,168,64.5,69,34.33
ENSMUSG00000101223,1298,22,3,16,0,2,0,4,4,12,12,20,3
ENSMUSG00000026125,1333,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101116,292,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026124,1040,0,0,0,0,0,0,0,0,0,0,13,2
ENSMUSG00000101803,475,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000037529,2105,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045815,510,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045174,4392,2,0,0,3,11,17,5,6,0,19,14,26
ENSMUSG00000100524,423,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102499,235,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103521,1396,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104098,646,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000037509,9861,274,206.5,428.5,89.5,64,119,498,294,342,108,180.5,182
ENSMUSG00000102537,148,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102612,355,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000118272,171,9,1.5,6.5,1.5,0,1,11,4,2,0,1.5,3
ENSMUSG00000104002,2549,58,2,24,21,20,18,29,30,41,31,36,40
ENSMUSG00000037503,5219,6079,3608,5545,4489,3936,5301,10761,5372,5067,5631,5658,5669
ENSMUSG00000104358,3036,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026123,7987,2679,1583,2467,2096,1988,3029.5,2645.17,1874,1984,1983,2135,1982
ENSMUSG00000103716,2137,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103548,229,9.5,0,8,3,8.5,10,10.5,10,5,13,12,9.5
ENSMUSG00000103760,436,0,1,0.33,0,0,0,0,0,0,1.5,0,0
ENSMUSG00000103997,235,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000077231,129,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104417,640,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064601,105,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101714,452,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102531,566,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103096,904,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102279,463,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103708,761,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104201,425,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102434,1372,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045216,5542,4984,2993,5216,7995,5464,8439,7145,5076,4734,4407,4347,4857
ENSMUSG00000104523,447,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102202,4340,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000037470,12853,7211,4123,7569,5221,5788.5,7860.7,7345,6210.5,5953.5,6085,6086.5,5695
ENSMUSG00000098752,62,3,0,0,0,0.5,0,0,0,4.5,0,2.5,0
ENSMUSG00000047180,3217,2821,1674,2580,3747,3195,4857.5,1075,1629,1487,2473,2736,2104.5
ENSMUSG00000037447,12540,1255,621,1145,9906.33,8398.7,11700,1347,781,963,14314,15530,16642.83
ENSMUSG00000102762,713,0,0,0,3,2,0,0,0,0,0,0,0
ENSMUSG00000010453,6742,1826,1100,1961,3016,2217.5,2664,2956,1606,1519,2380.5,2854,3025.5
ENSMUSG00000098680,77,0,3,0,1,0.5,1,1,0,1,0.5,2,2.5
ENSMUSG00000037432,6356,106,56,91,243,69,158,157,32,49,125,188,297
ENSMUSG00000001143,7359,2875.5,1662.5,2505,1399.67,1401.5,1905,2032.17,2623.5,2711,2092.5,1857.83,1747.03
ENSMUSG00000037408,4829,1552.5,1059,1467,1776,1769,2707.5,1634.5,1354.5,1315.5,2396.5,2121.5,2504.5
ENSMUSG00000104316,2159,45,35,53,16,21,45,49,65,23,21,49,47
ENSMUSG00000106081,141,32.5,10,15,29,22,40.5,21.5,19.5,4.5,33.5,30.5,40.5
ENSMUSG00000001138,6420,1973,1204,2046.5,699,760.33,1155,3091,2095,2170,1596,1563,1233
ENSMUSG00000102845,269,0,0,0,0,0,0,0,0,0,0,0,3
ENSMUSG00000067653,2697,201,100.5,135.5,112.5,79.5,92.5,98.5,105,147.5,90.5,138,165.5
ENSMUSG00000109510,2327,173,79,142.5,101,68,70,101,77,133,98.5,114.5,135.5
ENSMUSG00000079610,4654,332,142.5,275,120.5,94.5,159.5,293.5,157,190.5,240,207.5,196
ENSMUSG00000026121,4593,4543,2877,4507,17145.5,6833,10378,3252,3386,3617,15971,16987,17752
ENSMUSG00000087589,2830,158,137,150,116,59,134,157,151,168,280,305,337
ENSMUSG00000046337,3190,13,5,5,6,8,13,0,8,25,13,25,20
ENSMUSG00000089906,345,18.49,9.16,17.73,29.83,25.28,24.67,16.79,19.99,8.11,29.53,26.86,18.53
ENSMUSG00000077939,75,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000061518,1587,668.5,297.33,623.17,572,413.5,667.83,562.17,526.33,372.33,465.17,458.33,395.17
ENSMUSG00000037351,4274,2111,1191,2025,2686,1953,2505,2712,1630,1687,2397,2731,2658
ENSMUSG00000102416,1744,0,5,2,0,2,3,1,0,0,4,3,4
ENSMUSG00000104237,1633,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026117,2992,0,0,5,3,8,3,0,1,0,6,0,2
ENSMUSG00000097291,1012,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026116,9413,7867,4842,8173.5,9174,6016,8348.5,5996.5,6269,6181.5,6185,6246.5,5371.5
ENSMUSG00000103016,143,0,0,0,0,0,2,2,0,0,0,0,0
ENSMUSG00000102930,2413,0,6,14,40,10,3.2,9,7,10,0,4,10
ENSMUSG00000103159,3552,9,6,13,67.2,54,14,17,6,68,34,34,27
ENSMUSG00000080054,498,7.63,5.65,14.27,5.71,7.45,8.08,5.83,5.83,5.03,6.5,4.89,1.67
ENSMUSG00000095944,119,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000050122,5386,6,0,4,0,0,2,0,0,0,1,0,6
ENSMUSG00000103603,992,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026114,3957,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102231,346,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026113,10387,1158,705,1173,1529,804,1101,1897,892,1089,786,844,818
ENSMUSG00000086064,861,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102879,534,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026112,5220,3473.58,2142,3426,2372.5,2301,3258,2718,2394,2234,2301,2122,1778
ENSMUSG00000026111,1579,1055,627,997,373,396,648,1745,870,829,686,671,499
ENSMUSG00000026110,12881,15470,9911,16495,19084,14390,21089,16776,18131,17760,18013,19224,18845
ENSMUSG00000103948,2755,53.75,16.25,59,84.75,39,86.5,75.75,111,159,47.5,94.75,91.25
ENSMUSG00000087233,1790,31.75,5.75,31,30.75,13,25.5,24.75,29,57.5,21.5,41.75,28.75
ENSMUSG00000026090,5075,35,16,12,75,25,41,64,27,31,56,59,51
ENSMUSG00000089767,560,0,0,0,0,0,0,0,2,5,0,0,3
ENSMUSG00000104365,1926,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102650,2218,0,0,0,0,0,0,0,0,0,0,3,0
ENSMUSG00000060771,10662,548,220,458,299,346,436,878,414,423,341,399,493
ENSMUSG00000097268,3089,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000037216,2051,28,32,42,35,37,23,68,28,29,44,34,23
ENSMUSG00000026088,2770,295,177,244,215,213,227,300,185,124,131,202,171
ENSMUSG00000026087,3226,450,291,380.5,386,283.5,484,456,305,226,239.5,272,290
ENSMUSG00000061584,2564,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087374,3990,0,0,0,0,0,0,0.5,0,0,0,0,0
ENSMUSG00000026085,888,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000089141,237,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000058407,9102,1197,695.33,972.17,1061.83,893.83,1206.5,1288.83,787.83,1188.83,1326.5,1373.67,1244.93
ENSMUSG00000026083,9753,1677.5,863.5,1384.5,2202,1443,2020.5,2005,1189,1208,1029.5,1415,1317
ENSMUSG00000026082,6168,559,281,578,347,258,354,807,387,438,350,367,362
ENSMUSG00000103804,701,18,5,37,15,19,21,24,30,21,8,26,20
ENSMUSG00000102716,1848,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000037138,6654,0,4,2,0,2,11,0,7,0,0,6,10
ENSMUSG00000085391,912,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085280,639,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087131,1853,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102984,529,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102541,502,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103531,503,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000048814,7506,6,4,0,19,12,17,22,4,2,9,26,25
ENSMUSG00000026080,11964,617,359,453,167,174,266,817,448,401,416,413,328
ENSMUSG00000103647,325,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102447,772,0.5,0,0,1.16,0.17,1.5,2.3,0,0,0.17,0.7,0.2
ENSMUSG00000067604,1001,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026078,4219,923,394,715,722,582,851,893,733,732,695,740,650
ENSMUSG00000103046,1639,130,59,77,103,63,81,66,55,87,41,57,101
ENSMUSG00000104188,1843,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103182,2087,0,0,0,0,0.5,0,0,0.75,0,0,0,0
ENSMUSG00000098833,97,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026077,4791,0,0,0,6,3,5,7,0,0,2,3,8
ENSMUSG00000092553,283,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000092563,555,0,0,0.17,5.12,0.12,1,0.12,1,0,0.5,0,0
ENSMUSG00000073702,1662,1626.39,917.27,1964.15,1531.64,1223.15,1967.36,1066.19,856.94,846.49,1041.56,990.77,775.7
ENSMUSG00000003134,5239,2798,1514,2785,4411,2847,3575,2447,1044,871,676,804,878
ENSMUSG00000102607,885,27,0,2,14,16,6,11,12,0,2,5,5
ENSMUSG00000065629,215,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104827,216,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003135,3508,914,556,903,657,619,877,1252.5,1002,932,990.5,951,915
ENSMUSG00000085894,1832,278.5,181.5,340,1287,861.5,1269,351,185,198,220.5,371.5,328
ENSMUSG00000077704,110,21,0,9,49,19,41,11,2,3,1,5,9
ENSMUSG00000048234,2838,1516.5,793.5,1549,5766,3554.5,5565,1825,864,819,1248.5,1219.5,1342
ENSMUSG00000064936,130,12,4,9,65,15,35,0,5,5,8,5,9
ENSMUSG00000102471,589,0,0,0,0,0,0,2,0,0.14,0.12,0,0
ENSMUSG00000050967,6091,33,12,11,118,85,75,32,5,0,4,12,13
ENSMUSG00000097083,3663,2,0,0,7,1,1,0,0,0,0,0,3
ENSMUSG00000057173,2139,0,0,0,0,0,0,0,0,0,0,0,4
ENSMUSG00000091937,352,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101634,1068,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000026074,9579,6063,3581,5419,4842,3685,5108,5545,5981,6478,4706,5706,5697
ENSMUSG00000102985,1330,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026073,1908,12,19,26,18,16,47,57,1,6,4,1,25
ENSMUSG00000097899,842,0,4,8,0,4,0,0,1,0,0,0,0
ENSMUSG00000102975,3071,4,2,4,2,9,0,8,0,1,0,0,1
ENSMUSG00000026072,6363,509,245,353,100,143,208,526,126,165,72,46,85
ENSMUSG00000103560,6480,0.2,0.5,2,0,0,0.58,1.58,2.08,3,0.5,0,1
ENSMUSG00000070942,6812,3568,1995,3479,1124,1183,1580,2883,2095,2353,2199,2063,1938
ENSMUSG00000103230,685,186,96,129,42,32,25,173,136,202,14,66,42
ENSMUSG00000026069,6894,593,428,537,153,174,356,502,454,380.5,314.8,311,249
ENSMUSG00000026070,4817,0,5,3,0,1,0,2,0,3,0,0,0
ENSMUSG00000026068,6752,112,103,161,781,539,694,248,63,32,137,185,219
ENSMUSG00000104441,479,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026065,4562,0,1,8,4,6,1,0,0,0,0,0,0
ENSMUSG00000102676,3947,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026062,6984,0,0,0,10,1,0,0,0,0,0,0,3
ENSMUSG00000103679,803,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103270,3261,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000041945,5125,239,239,336,40,60,135,434,167,101,168,169,83
ENSMUSG00000079588,2716,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094136,496,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104072,546,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100185,2613,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100832,3198,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100178,1045,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101877,1099,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000053640,1383,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101919,463,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101299,1734,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100180,1271,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103106,533,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000060424,4458,0,0,6,0,6,6,2,0,0,7,6,2
ENSMUSG00000104199,676,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093436,1712,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045515,7409,0,10,3,16.5,1,4,2,30,7,25,11,12
ENSMUSG00000097063,1257,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000099784,2170,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000060679,5763,594,308,597,457,387,466,789,446,497,371,560,446
ENSMUSG00000077448,134,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000041907,7238,0,0,0,0,2,0,0,0,0,0,0,1
ENSMUSG00000089088,85,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000070939,10972,4095,2626,4004,1403,1461,2204,3793.5,4743,4706,3743,4097,3215
ENSMUSG00000100269,414,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000041878,1248,6,0,0,1,1,0,0,5,8,3,0,0
ENSMUSG00000010290,3458,502,263,443,347,286,309,512,396,442,300,280,337
ENSMUSG00000008136,1897,0,0,0,0,0,0,0,0,0,0,10,0
ENSMUSG00000094497,483,261,139.82,317.2,230.7,211.57,329.81,182.91,179.69,152.98,159.67,191.72,124.1
